297.594179770209	289.219369043561	303.797083738976
405.147261628676	391.889816185495	398.380254875653
506.257997384367	496.62302673668	491.439721742967
603.112670927434	592.924391092285	582.225672585793
708.264979920525	693.439147479072	671.783683073067
815.014930753247	788.002977814752	765.377530358827
916.517283150567	892.213531927706	854.918790804014
994.675070686576	995.532053953354	948.08691337926
1120.03001778433	1101.9870500017	1044.35974154228
1213.59573894858	1204.46042782418	1128.50748057929
1732.33758222381	1713.84260361445	1645.28327964934
2700.49897036712	2687.33965951933	2653.76607761722
2863.16488353589	2865.31399217961	2830.30995527483
3041.38226133122	3015.85176830292	3012.87519214084
3211.30759046953	3188.32878378416	3185.22217645772
