118.599	331.099	683.899
57.899	161.699	333.799
38.599	106.999	221.099
29.099	79.999	165.499
23.299	63.899	132.099
19.499	53.199	110.199
16.899	45.599	94.299
14.899	39.899	82.499
13.199	35.499	73.299
11.899	31.799	65.999
10.999	28.999	59.999
10.299	26.499	54.999
9.799	24.499	50.699
9.099	22.799	47.099
8.699	21.199	43.899
